image_path,label,crop,label_id
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1316_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2410_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle303_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner284_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis342_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Tomato/verticulium wilt/leaf blight928_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1185_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1041_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot501_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight865_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot979_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt590_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot678_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1322_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose361_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot218_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cashew/red rust/red rust1050_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle945_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot1160_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight791_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cashew/healthy/healthy19_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight163_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1105_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1128_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm44_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1376_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm237_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner960_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot842_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1412_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot665_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis252_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1942_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/red rust/red rust787_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner1378_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1345_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/green mite/green mite16_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1692_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/red rust/red rust1338_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose962_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight754_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/red rust/red rust653_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/red rust/red rust1521_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose854_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot551_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/healthy/healthy316_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1613_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot638_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner765_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle686_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm231_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cashew/healthy/healthy316_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot439_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/red rust/red rust302_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/red rust/red rust1194_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight212_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight948_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight173_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1172_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot266_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/healthy/healthy387_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt245_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2249_-raALdy.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot263_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight973_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot427_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1166_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight516_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1632_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot1456_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight127_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/healthy/healthy733_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic700_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt569_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1331_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/healthy/healthy189_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic793_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/healthy/healthy127_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cashew/red rust/red rust22_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1985_-gGFJoX.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/green mite/green mite920_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cassava/green mite/green mite1004_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight751_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight565_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight201_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight290_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/green mite/green mite808_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/healthy/healthy147_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight373_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight536_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis302_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1136_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1523_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot123_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt26_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/green mite/green mite852_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Cashew/healthy/healthy1033_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1696_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1700_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/grasshoper/grasshoper185_.jpg,Maize_grasshoper,Maize,11
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle587_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose158_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1683_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2111_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/green mite/green mite289_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2040_-dMpJ9s.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/red rust/red rust561_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Maize/streak virus/streak virus177_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose667_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/healthy/healthy740_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cashew/healthy/healthy1055_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot922_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic384_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cashew/red rust/red rust405_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner1046_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt440_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot350_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle11_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle262_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight967_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot864_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/healthy/healthy891_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot926_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot977_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/healthy/healthy1221_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot1029_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/green mite/green mite52_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight192_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot721_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1884_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/healthy/healthy230_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/streak virus/streak virus135_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2046_-dRNSFl.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/healthy/healthy11_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight545_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/healthy/healthy131_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight893_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl244_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cashew/healthy/healthy731_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/healthy/healthy277_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot754_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2025_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1207_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle92_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cashew/healthy/healthy191_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1083_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot285_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis187_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot180_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose612_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner759_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cashew/healthy/healthy594_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1119_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic313_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl203_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cashew/healthy/healthy968_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis212_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1116_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/streak virus/streak virus71_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight1043_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm201_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1174_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight941_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight100_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot238_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight634_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/streak virus/streak virus369_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot960_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/green mite/green mite892_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm22_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner689_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1017_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt348_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Maize/streak virus/streak virus549_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2312_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner528_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cassava/healthy/healthy1057_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight396_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight609_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic1016_.jpg,Cassava_mosaic,Cassava,9
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot1273_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2309_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/healthy/healthy166_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cashew/healthy/healthy1284_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/healthy/healthy146_.jpg,Cassava_healthy,Cassava,8
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1596_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1880_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/streak virus/streak virus610_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1971_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose223_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cassava/green mite/green mite358_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot593_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight136_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cashew/healthy/healthy497_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot1261_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl196_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Cashew/red rust/red rust139_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1104_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose137_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/red rust/red rust74_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cashew/red rust/red rust1364_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1768_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/leaf curl/leaf curl454_.jpg,Tomato_leaf_curl,Tomato,19
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt180_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight35_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight788_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight928_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/green mite/green mite259_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot516_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight933_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1595_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/streak virus/streak virus753_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Tomato/healthy/healthy407_.jpg,Tomato_healthy,Tomato,17
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1654_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle655_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot796_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot912_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot186_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose1539_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Cashew/healthy/healthy1305_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight1051_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight801_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Cashew/anthracnose/anthracnose770_.jpg,Cashew_anthracnose,Cashew,0
/content/ccmt-dataset_clean/Maize/streak virus/streak virus807_.jpg,Maize_streak_virus,Maize,16
/content/ccmt-dataset_clean/Cashew/healthy/healthy706_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1867_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Maize/fall armyworm/fall armyworm110_.jpg,Maize_fall_armyworm,Maize,10
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot155_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/healthy/healthy905_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Cashew/gumosis/gumosis338_.jpg,Cashew_gumosis,Cashew,1
/content/ccmt-dataset_clean/Maize/leaf beetle/leaf beetle776_.jpg,Maize_leaf_beetle,Maize,13
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot417_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/healthy/healthy1307_.jpg,Cashew_healthy,Cashew,2
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt221_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot1287_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot649_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cassava/green mite/green mite201_.jpg,Cassava_green_mite,Cassava,7
/content/ccmt-dataset_clean/Maize/leaf blight/leaf blight281_.jpg,Maize_leaf_blight,Maize,14
/content/ccmt-dataset_clean/Maize/leaf spot/leaf spot1075_.jpg,Maize_leaf_spot,Maize,15
/content/ccmt-dataset_clean/Tomato/verticulium wilt/verticulium wilt85_.jpg,Tomato_verticulium_wilt,Tomato,21
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot843_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Tomato/leaf blight/leaf blight774_.jpg,Tomato_leaf_blight,Tomato,18
/content/ccmt-dataset_clean/Tomato/septoria leaf spot/septoria leaf spot2231_.jpg,Tomato_septoria_leaf_spot,Tomato,20
/content/ccmt-dataset_clean/Cassava/bacterial blight/bacterial blight2494_.jpg,Cassava_bacterial_blight,Cassava,5
/content/ccmt-dataset_clean/Cassava/brown spot/brown spot69_.jpg,Cassava_brown_spot,Cassava,6
/content/ccmt-dataset_clean/Cashew/leaf miner/leaf miner627_.jpg,Cashew_leaf_miner,Cashew,3
/content/ccmt-dataset_clean/Cashew/red rust/red rust682_.jpg,Cashew_red_rust,Cashew,4
/content/ccmt-dataset_clean/Cassava/mosaic/mosaic619_.jpg,Cassava_mosaic,Cassava,9
